"priority_rank","ignore_rank","warehouse","category","priority_score","completed_stays","historical_long_stays","historical_long_stay_rate_pct","open_stays","open_long_stays","open_long_stay_rate_pct","max_open_dwell_hours"
NULL,1,"bom/sa-vra, virar, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,16.60
NULL,1,"bom/vikhroli-tml, mumbai, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,15.24
NULL,1,"bom/wrl, mumbai, maharashtra","Ignore",0.00,7,0,0.00,5,0,0.00,32.51
NULL,1,"bonaigarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bongaigaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bongaigaon office","Ignore",0.00,10,0,0.00,3,0,0.00,16.80
NULL,1,"bongaigaon, bongaigaon, assam","Ignore",0.00,13,0,0.00,0,0,0.00,0.00
NULL,1,"bongaigaonhub_bgg bongaigaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bongaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bongaon, bongaon, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,14.40
NULL,1,"bongulurujunctionhub_hyd hyderabad","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"bonthu satyanarayana east godavari","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bopal svc","Ignore",0.00,24,0,0.00,8,0,0.00,31.73
NULL,1,"bopalhub_amd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bopalhub_amd ahmedabad","Ignore",0.00,18,0,0.00,0,0,0.00,0.00
NULL,1,"boranada, boranada, rajasthan","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bordiwala house bharuch","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"borivilihub_mum","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"borivilihub_mum mumbai","Ignore",0.00,20,0,0.00,0,0,0.00,0.00
NULL,1,"borkheda, kota, rajasthan","Ignore",0.00,1,0,0.00,1,0,0.00,15.46
NULL,1,"borsad, gujarat, in","Ignore",0.00,0,0,0.00,1,0,0.00,38.74
NULL,1,"boss mobiles pondicherry","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"botad, botad, gujarat","Ignore",0.00,0,0,0.00,1,0,0.00,38.01
NULL,1,"bowenpally","Ignore",0.00,4,0,0.00,3,0,0.00,16.70
NULL,1,"braazo_148030_chajli lehragaga","Ignore",0.00,2,0,0.00,1,0,0.00,14.90
NULL,1,"brahmapurmdh_kol kolkata","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"brahmavar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"brahmavarhub_bmr brahmavar","Ignore",0.00,1,0,0.00,1,0,0.00,14.81
NULL,1,"brahmbad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"brajabandhu pradhan balasore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bramhapuri","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"brijesh kumar pandey new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"brijmanganjmdh_bri brijmanganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"britaniahub_del","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"britaniahub_del delhi","Ignore",0.00,12,0,0.00,0,0,0.00,0.00
NULL,1,"brrazo express junagadh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bsd goos carrier gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"budanpur ambedkar nagar","Ignore",0.00,1,0,0.00,1,0,0.00,22.96
NULL,1,"budbud1, budbud, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,14.44
NULL,1,"budbuda, budbuda, madhya pradesh","Ignore",0.00,11,0,0.00,2,0,0.00,19.21
NULL,1,"budge budge","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"budhviharhub_del","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"budhviharhub_del delhi","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"buguda","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"bugudahub_gam buguda","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"bulandshahar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"bulandshahr","Ignore",0.00,1,0,0.00,1,0,0.00,26.40
NULL,1,"bulandshahrhub_bur bulandshahr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"buldhana","Ignore",0.00,6,0,0.00,1,0,0.00,29.11
NULL,1,"buldhanahub_bld","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"buldhanahub_bld buldhana","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"bundi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"bundihub_bui bundi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"bupalpally","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"burarihub_del","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"burarihub_del delhi","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"burdwan transit hub","Ignore",0.00,51,0,0.00,4,0,0.00,17.63
NULL,1,"burhanpur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"burhanpur, burhanpur, madhya pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,15.00
NULL,1,"burhanpurhub_brn","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"burhar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"burharhub_brh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"butc","Ignore",0.00,11,0,0.00,2,0,0.00,34.00
NULL,1,"butibori","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"butiborihub_btb butibori","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"buxar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"buxar, bihar, in","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"buxarhub_bxr buxar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"byatarayanapurahub_blr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"byatarayanapurahub_blr bengaluru","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"byndoorhub_byn 0","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"c d sonudas home thrissur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"c h store anand","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtagartalaodh_ixa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtballarpurodh_blp chandrapur","Ignore",0.00,2,0,0.00,2,0,0.00,15.34
NULL,1,"cabtbandaodh_bnd banda","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtbangchatraodh_ban coochbehar","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"cabtbelacobaodh_jpg alipurduar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtberhampurodh_bmp berhampur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"cabtberhampursplitodh_bmp berhampur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtbokaroodh_bko bokaro","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtcoochbeharodh_cob dinhata","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtcoochbeharsplitodh_cob","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtcoochbeharsplitodh_cob mathabhanga","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtdayalnagarodh_day","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtdayalnagarodh_day visakhapatnam","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"cabtdehrionsonesplitodh_dos dehri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtdeulgaonrajaodh_dgr deulgaon raja","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtgarhakotaodh_grh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtgariahatodh_kol","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtgariahatodh_kol kolkata","Ignore",0.00,10,0,0.00,0,0,0.00,0.00
NULL,1,"cabtgautamnagarodh_bbi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtgautamnagarodh_bbi bhubaneswar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtgorantlaodh_grl anantapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabthaldibariodh_hal jalpaiguri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtharidwarsplitodh_hrd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtinkolluodh_ink prakasam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtjagadhriodh_jag jagadhri","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"cabtjamshedpurodh_ixw jamshedpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtjaoraodh_jra jaora","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtkalaambodh_kal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtkalaambodh_kal sirmaur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtkhurdaodh_kud","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtkhurdaodh_kud khurda","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtkonduruodh_knd","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtkonduruodh_knd krishna","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtlaharodh_lhr lahar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtlalganjodh_lal lalganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtmadhubanisplitodh_mbi madhubani","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtmaidanodh_kol howrah","Ignore",0.00,3,0,0.00,1,0,0.00,14.25
NULL,1,"cabtmainpuriodh_mnp mainpuri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtmankunduodh_mnk chandannagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtmauganjodh_mgj mauganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtmurshidabadodh_mbb murshidabad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtnabarangpurodh_nrg","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtnasrullaganjodh_nsr nasrullaganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtnowgangodh_nwg chhatarpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtrajuraodh_rjr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtrajuraodh_rjr chandrapur","Ignore",0.00,0,0,0.00,1,0,0.00,15.39
NULL,1,"cabtramtekodh_rmt ramtek","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsachinodh_sac","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsachinodh_sac surat","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsahbajpurodh_dra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsahbajpurodh_dra deoria","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsamrolichikhliodh_chk","Ignore",0.00,2,0,0.00,1,0,0.00,21.18
NULL,1,"cabtsamrolichikhliodh_chk chikhli","Ignore",0.00,4,0,0.00,1,0,0.00,15.69
NULL,1,"cabtsantoshpurodh_kol","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsantoshpurodh_kol kolkata","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsaransplitodh_cpr2 saran","Ignore",0.00,0,0,0.00,1,0,0.00,15.93
NULL,1,"cabtsavnerodh_svr savner","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"cabtseluodh_slu","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtseluodh_slu selu","Ignore",0.00,2,0,0.00,1,0,0.00,15.69
NULL,1,"cabtshillongodh_shl","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtshillongodh_shl shillong","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsibpurodh_kol","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsibpurodh_kol howrah","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsongadhodh_sdh songadh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtsosyocircleodh_stv surat","Ignore",0.00,14,0,0.00,1,0,0.00,14.48
NULL,1,"cabtsrnagarodh_hyd hyderabad","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"cabtvisakhavalleysplitodh_vtz","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtvisakhavalleysplitodh_vtz visakhapatnam","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"cabtvittlamdh_vit","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"cabtvittlamdh_vit vittla","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"calangute, mapusa goa, goa","Ignore",0.00,0,0,0.00,1,0,0.00,16.04
NULL,1,"calicut","Ignore",0.00,71,0,0.00,9,0,0.00,19.59
NULL,1,"calicut apx/sfc pud centr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"calicuthub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"calicuthub calicut","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"calp","Ignore",0.00,0,0,0.00,1,0,0.00,36.26
NULL,1,"canacona","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"canacona hub canacona","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"canttambalahub_umb","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"canttambalahub_umb ambala","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"car/hub, chandigarh, chandigarh","Ignore",0.00,147,0,0.00,3,0,0.00,16.62
NULL,1,"car/kjr, chandigarh, chandigarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"car/ngn, chandigarh, chandigarh","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"car/rto, ambala, haryana","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ccu/ballygunge-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,34.33
NULL,1,"ccu/bla, kolkata, west bengal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ccu/ddm, kolkata, west bengal","Ignore",0.00,1,0,0.00,4,0,0.00,16.29
NULL,1,"ccu/dlp, kolkata, west bengal","Ignore",0.00,1,0,0.00,3,0,0.00,26.91
NULL,1,"ccu/garia-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,14.86
NULL,1,"ccu/hub, kolkata, west bengal","Ignore",0.00,400,0,0.00,1,0,0.00,15.41
NULL,1,"ccu/ib1, kolkata, west bengal","Ignore",0.00,229,0,0.00,11,0,0.00,30.82
NULL,1,"ccu/ib2, kolkata, west bengal","Ignore",0.00,162,0,0.00,3,0,0.00,21.32
NULL,1,"ccu/kakurgachi-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,16.27
NULL,1,"ccu/kestopur-tml, kolkata, west bengal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ccu/noapara-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,14.95
NULL,1,"ccu/patuli-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,2,0,0.00,34.60
NULL,1,"ccu/pc1, kolkata, west bengal","Ignore",0.00,357,0,0.00,1,0,0.00,43.63
NULL,1,"ccu/pck, kolkata, west bengal","Ignore",0.00,64,0,0.00,0,0,0.00,0.00
NULL,1,"ccu/pfk- tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,16.18
NULL,1,"ccu/sodepur-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,2,0,0.00,16.28
NULL,1,"ccu/tol, kolkata, west bengal","Ignore",0.00,0,0,0.00,4,0,0.00,33.40
NULL,1,"celebrationmallodh_atq amritsar","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"central depot","Ignore",0.00,25,0,0.00,2,0,0.00,15.12
NULL,1,"cgl/sa-mmm, chengalpet, tamil nadu","Ignore",0.00,0,0,0.00,1,0,0.00,15.56
NULL,1,"cgroad hub","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"cgroad hub ahmedabad","Ignore",0.00,5,0,0.00,1,0,0.00,14.70
NULL,1,"chaderghathub_hyd","Ignore",0.00,1,0,0.00,1,0,0.00,18.76
NULL,1,"chaderghathub_hyd hyderabad","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"chaibasa, chaibasa, jharkhand","Ignore",0.00,0,0,0.00,1,0,0.00,14.69
NULL,1,"chakdahahub_cdh nadia","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chakkulathukavuhub_cku thiruvalla","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chakur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chakurhub_ckr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chalakkudihub_cky","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chalakkudihub_cky trisshur","Ignore",0.00,2,0,0.00,1,0,0.00,14.67
NULL,1,"chalanguda","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chalisgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"challakere","Ignore",0.00,3,0,0.00,1,0,0.00,14.82
NULL,1,"challapallihub_cpl machilipatnam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chalsamdh_chl","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chalsamdh_chl jalpaiguri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chaltahub_amb","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chaltahub_amb sitapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chambahub_chm chamba","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"champa","Ignore",0.00,0,0,0.00,4,0,0.00,18.72
NULL,1,"champahub_cmp champa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"champasarimdh_chp","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"champasarimdh_chp champasari","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"champawa","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"champawatodh_chm champawa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chanakyapurihub_del","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"chanakyapurihub_del delhi","Ignore",0.00,24,0,0.00,4,0,0.00,16.06
NULL,1,"chanchal faridabad","Ignore",0.00,0,0,0.00,1,0,0.00,15.47
NULL,1,"chanchel store noida","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandan kumar new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandan store dehradun","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandankiyarihub_bje","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandannagar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"chandannagar hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandannagar hub hoogly","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"chandannagar, chandannagar, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,15.32
NULL,1,"chandapura, karnataka, in","Ignore",0.00,0,0,0.00,1,0,0.00,17.05
NULL,1,"chandapurhub_blr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandapurhub_blr bangalore","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"chandauli","Ignore",0.00,1,0,0.00,1,0,0.00,14.53
NULL,1,"chandausi, chandausi, uttar pradesh","Ignore",0.00,0,0,0.00,4,0,0.00,14.88
NULL,1,"chandhanappalli","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chandhanappallihub_cpi chandhanappalli","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarh","Ignore",0.00,14,0,0.00,2,0,0.00,23.11
NULL,1,"chandigarh hub","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarh hub chandigarh","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarh warehouse","Ignore",0.00,20,0,0.00,3,0,0.00,14.60
NULL,1,"chandigarh, chandigarh, chandigarh","Ignore",0.00,0,0,0.00,3,0,0.00,16.37
NULL,1,"chandigarhhub_osh_del badheri","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarhroadhub_luh","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarhroadhub_luh ludhiana","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarhsec38hub_chd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandigarhsec38hub_chd mohali","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"chandikhol office","Ignore",0.00,0,0,0.00,1,0,0.00,14.62
NULL,1,"chandkheda etail centre","Ignore",0.00,2,0,0.00,2,0,0.00,35.85
NULL,1,"chandni store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandpurmdh_cnd bijnor","Ignore",0.00,0,0,0.00,1,0,0.00,14.24
NULL,1,"chandra fancy store bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandra mahesh kirana store noida","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandragiri ap, chandragiri, andhra pradesh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandragirihub_tpt tirupati","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandrakona","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandrakonahub_cdr chandrakona","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandraprabha meerut","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chandrapur","Ignore",0.00,12,0,0.00,0,0,0.00,0.00
NULL,1,"chandrapurhub_cdp chandrapur","Ignore",0.00,4,0,0.00,1,0,0.00,15.16
NULL,1,"chandrasekharpur hub bhubaneshwar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"chandrashekharpur","Ignore",0.00,4,0,0.00,10,0,0.00,35.73
NULL,1,"changanacherry","Ignore",0.00,0,0,0.00,2,0,0.00,14.47
NULL,1,"changanassery, kuttanad, kerala","Ignore",0.00,0,0,0.00,1,0,0.00,15.69
NULL,1,"changanassery_cgy tiruvalla","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"changlang","Ignore",0.00,0,0,0.00,1,0,0.00,20.51
NULL,1,"channagiri","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"channarayapatna","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"channarayapatnahub_crp channarayapatna","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"channasandrahub_blr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"channasandrahub_blr bengaluru","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"channrayapatna","Ignore",0.00,0,0,0.00,1,0,0.00,29.13
NULL,1,"chaparhub_chp dhubri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chaprahub_cpr chapra","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"charaihub_mum","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"charaihub_mum mumbai","Ignore",0.00,15,0,0.00,0,0,0.00,0.00
NULL,1,"charumood","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"charumood, charumood, kerala","Ignore",0.00,0,0,0.00,1,0,0.00,14.43
NULL,1,"charumoodhub_coo","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"charumoodhub_coo charumood","Ignore",0.00,1,0,0.00,1,0,0.00,14.65
NULL,1,"chatarpur, chatarpur, madhya pradesh","Ignore",0.00,13,0,0.00,5,0,0.00,15.84
NULL,1,"chatrapur","Ignore",0.00,2,0,0.00,1,0,0.00,24.47
NULL,1,"chattral pud","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chaturdas barman umaria","Ignore",0.00,0,0,0.00,1,0,0.00,16.49
NULL,1,"chaukaghathub_vns","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chaukaghathub_vns varanasi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chaukhub_lko lucknow","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chavakkadhub_gyo guruvayoor","Ignore",0.00,1,0,0.00,1,0,0.00,15.02
NULL,1,"chavarattil sunil home thrissur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chebbi, lakshmeshwara, karnataka","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chembur (chbr)","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chembur hub mumbai","Ignore",0.00,13,0,0.00,0,0,0.00,0.00
NULL,1,"chembursplithub_mum","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"chembursplithub_mum mumbai","Ignore",0.00,11,0,0.00,0,0,0.00,0.00
NULL,1,"chengalpattuhub_chn chennai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chengamodh_cgm chengam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"chengannur","Ignore",0.00,10,0,0.00,1,0,0.00,23.96
